;estado;cidade;pib;populacao;pib_percapita
395;MINAS GERAIS;Águas Formosas;92617.0078125;19310;4796.31982422
396;PARANÁ;Imbituva;220502.328125;28660;7693.72998047
397;SÃO PAULO;Alto Alegre;38369.390625;4267;8992.12011719
398;ESPIRITO SANTO;João Neiva;162151.4375;14621;11090.30957031
399;PIAUÍ;Valença do Piauí;90192.671875;20303;4442.33007812
400;MINAS GERAIS;Pompéu;387824.65625;29929;12958.16015625
401;ACRE;Epitaciolândia;129641.09375;14224;9114.25
402;MINAS GERAIS;Veríssimo;77581.65625;3991;19439.15039062
403;PIAUÍ;São João da Serra;22621.08203125;6877;3289.37988281
404;PIAUÍ;Coronel José Dias;13511.09667969;4484;3013.17993164
405;MINAS GERAIS;Cachoeira da Prata;29977.31835938;3936;7616.18994141
406;MINAS GERAIS;São Gonçalo do Pará;77404.9296875;11246;6882.89013672
407;SÃO PAULO;Bragança Paulista;2389078.25;145894;16375.44042969
408;MATO GROSSO;General Carneiro;98700.0546875;5028;19630.08007812
409;MARANHÃO;São Roberto;17869.60351562;5217;3425.26000977
410;PARÁ;Nova Esperança do Piriá;69204.703125;24062;2876.10009766
411;PARANÁ;Pato Branco;1345454.625;70160;19176.94921875
412;MINAS GERAIS;Caraí;80639.375;22392;3601.26000977
413;RIO GRANDE DO NORTE;Senador Georgino Avelino;20890.93164062;3854;5420.58007812
414;MINAS GERAIS;Resplendor;154419.015625;17608;8769.8203125
415;TOCANTINS;Pedro Afonso;219720.21875;10758;20423.890625
416;SANTA CATARINA;Timbó;857392.6875;35303;24286.6796875
417;PIAUÍ;São Gonçalo do Piauí;15585.75195312;4485;3475.08007812
418;SÃO PAULO;Vargem Grande Paulista;632840.3125;44754;14140.41992188
419;SÃO PAULO;Cássia dos Coqueiros;39400.171875;2737;14395.38964844
420;RIO GRANDE DO NORTE;Baía Formosa;154971.21875;8811;17588.38085938
421;PERNAMBUCO;Goiana;634199.5625;74424;8521.44042969
422;RIO GRANDE DO SUL;Cerro Branco;54877.2421875;4673;11743.46972656
423;PIAUÍ;Joca Marques;15076.13085938;5614;2685.44995117
424;PARANÁ;São João do Caiuá;45573.4296875;6152;7407.89990234
425;PERNAMBUCO;Iguaraci;45478.7890625;12397;3668.5300293
426;RIO GRANDE DO SUL;Garruchos;218234.140625;3509;62192.69140625
427;MATO GROSSO;Santa Carmem;182842.890625;4573;39983.140625
428;BAHIA;Itapetinga;658192.25;66665;9873.12988281
429;MINAS GERAIS;Seritinga;13994.18945312;1818;7697.56982422
430;MINAS GERAIS;Taparuba;18789.33203125;3357;5597.06005859
431;RIO GRANDE DO NORTE;Bodó;16126.94140625;2592;6221.81005859
432;RIO GRANDE DO SUL;São Vendelino;28861.82617188;1891;15262.73046875
433;MATO GROSSO DO SUL;Angélica;133023.96875;7465;17819.68945312
434;PARANÁ;Santana do Itararé;45365.75;5697;7963.08984375
435;PERNAMBUCO;Tacaratu;70767.1484375;22231;3183.26000977
436;PARANÁ;Teixeira Soares;85131.5625;10548;8070.87011719
437;SANTA CATARINA;São Joaquim;309743.09375;25122;12329.54980469
438;SANTA CATARINA;Palma Sola;118605.6171875;8145;14561.76953125
439;MATO GROSSO;Mirassol D'Oeste;301727.3125;25605;11783.91992188
440;RIO GRANDE DO SUL;Capão do Leão;318006.34375;24458;13002.13964844
441;PARÁ;Rurópolis;107944.171875;36068;2992.80004883
442;MINAS GERAIS;Machacalis;37748.45703125;7069;5340.0
443;PIAUÍ;Sussuapara;23830.77539062;5759;4138.00976562
444;GOIÁS;Hidrolândia;257722.515625;14718;17510.69921875
445;MARANHÃO;Governador Edison Lobão;59880.09375;14921;4013.13989258
446;MINAS GERAIS;Consolação;10992.83691406;1750;6281.62011719
447;MARANHÃO;Porto Franco;211566.140625;19503;10847.87988281
448;BAHIA;Umburanas;48177.484375;17096;2818.06005859
449;PARANÁ;Carambeí;859779.375;17537;49026.6015625
450;MATO GROSSO;Canabrava do Norte;61282.00390625;5563;11016.0
451;MINAS GERAIS;Muzambinho;217759.796875;20426;10660.91015625
452;SÃO PAULO;Ribeirão Preto;14688064.0;563107;26083.97070312
453;PIAUÍ;União;192874.375;43135;4471.41015625
454;MINAS GERAIS;Cascalho Rico;33284.22265625;2938;11328.87011719
455;PARANÁ;Jaguariaíva;527268.25;33244;15860.54980469
456;PERNAMBUCO;Água Preta;127078.7265625;30792;4127.0
457;MINAS GERAIS;Lontra;29653.39257812;8332;3558.97998047
458;SANTA CATARINA;Cunhataí;23290.72070312;1948;11956.21972656
459;MINAS GERAIS;Itapecerica;155813.703125;21200;7349.70019531
460;MATO GROSSO;Araputanga;230694.578125;16090;14337.75976562
461;PARANÁ;Ibema;59509.87109375;6144;9685.84960938
462;BAHIA;Brejões;92945.0078125;12446;7467.85986328
463;RIO GRANDE DO SUL;Vale do Sol;167418.703125;11273;14851.29980469
464;SANTA CATARINA;Siderópolis;227415.109375;12967;17537.99023438
465;SANTA CATARINA;Barra Velha;322263.875;19861;16225.95996094
466;GOIÁS;Nova Aurora;20509.70117188;2209;9284.61035156
467;SANTA CATARINA;Brusque;2431683.25;102280;23774.76953125
468;GOIÁS;Portelândia;103158.140625;3321;31062.36914062
469;MINAS GERAIS;Recreio;59628.3125;10538;5658.41015625
470;MINAS GERAIS;Mantena;191780.390625;27580;6953.60009766
471;SÃO PAULO;Timburi;29524.6484375;2548;11587.37988281
472;MINAS GERAIS;Wenceslau Braz;16090.56835938;2571;6258.49023438
473;RIO GRANDE DO SUL;Três Cachoeiras;87440.0546875;11022;7933.22998047
474;SÃO PAULO;Vitória Brasil;17446.89453125;1662;10497.53027344
475;PARANÁ;Guaraniaçu;165406.515625;16161;10234.91992188
476;PIAUÍ;Francisco Santos;33827.109375;8315;4068.19995117
477;SANTA CATARINA;São José do Cedro;258714.359375;14155;18277.24023438
478;PIAUÍ;Jerumenha;16912.27539062;4490;3766.64990234
479;PERNAMBUCO;Venturosa;79114.109375;16706;4735.66992188
480;SANTA CATARINA;Bom Jesus;58548.26171875;2427;24123.72070312
481;CEARÁ;Pedra Branca;132454.375;42152;3142.30004883
482;MINAS GERAIS;Dores de Campos;79840.859375;9821;8129.60986328
483;MINAS GERAIS;Malacacheta;88030.6015625;18181;4841.89990234
484;TOCANTINS;Centenário;17933.32617188;2485;7216.62988281
485;TOCANTINS;Santa Tereza do Tocantins;16738.83203125;2390;7003.70019531
486;TOCANTINS;Dois Irmãos do Tocantins;57289.5703125;7254;7897.64990234
487;BAHIA;Coaraci;88990.53125;22274;3995.26000977
488;PARANÁ;Porto Vitória;35696.4375;3833;9312.91992188
489;MINAS GERAIS;Rio Novo;54647.140625;9300;5876.04003906
490;MARANHÃO;Duque Bacelar;31129.71484375;10827;2875.18994141
491;BAHIA;Marcionílio Souza;41508.33203125;11061;3752.66992188
492;BAHIA;Queimadas;95227.765625;28729;3314.68994141
493;RONDÔNIA;São Felipe D'Oeste;71718.96875;6412;11185.12011719
494;PIAUÍ;Bom Jesus;203856.984375;20511;9938.91015625
495;SÃO PAULO;Presidente Venceslau;432351.59375;38439;11247.73046875
496;MARANHÃO;Graça Aranha;23405.97070312;6470;3617.62011719
497;RIO GRANDE DO SUL;Tunas;48574.01953125;4551;10673.25976562
498;SÃO PAULO;Vargem;60099.21484375;7098;8467.05957031
499;PARANÁ;Arapuã;38814.890625;4017;9662.66015625
500;PARANÁ;Pitangueiras;36812.2421875;2822;13044.74023438
501;TOCANTINS;Porto Nacional;487393.9375;46722;10431.79003906
502;MATO GROSSO;Campo Novo do Parecis;1389985.25;23784;58442.03125
503;PARANÁ;Adrianópolis;67600.6328125;6856;9860.0703125
504;PARAÍBA;Salgadinho;12675.48339844;3518;3603.04003906
505;RIO GRANDE DO SUL;Lajeado do Bugre;23565.09570312;2647;8902.5703125
506;MATO GROSSO;Nova Monte Verde;168346.625;8602;19570.640625
507;TOCANTINS;Colinas do Tocantins;243218.171875;30666;7931.20019531
508;ALAGOAS;Olho D'Água do Casado;27759.3671875;8517;3259.29003906
509;BAHIA;Itabela;201399.09375;26704;7541.91015625
510;RIO GRANDE DO SUL;Harmonia;73449.2734375;3785;19405.359375
511;MINAS GERAIS;Açucena;52611.05078125;11409;4611.35986328
512;RIO GRANDE DO SUL;Mariano Moro;23514.30859375;2304;10205.86035156
513;GOIÁS;Maurilândia;98095.1015625;11604;8453.55957031
514;RIO GRANDE DO SUL;Sentinela do Sul;71049.21875;5598;12691.88964844
515;CEARÁ;Ipaumirim;42898.6640625;11999;3575.18994141
516;PERNAMBUCO;Lagoa do Itaenga;163927.328125;20618;7950.68994141
517;SÃO PAULO;Itararé;550863.0625;51412;10714.6796875
518;RIO GRANDE DO SUL;Sertão Santana;94106.140625;6155;15289.37988281
519;BAHIA;Salvador;32824228.0;2998056;10948.5
520;PARANÁ;Ivaiporã;324679.1875;32157;10096.69042969
521;CEARÁ;Barbalha;361385.09375;53011;6817.16992188
522;MINAS GERAIS;Várzea da Palma;602603.0625;36314;16594.23046875
523;SÃO PAULO;Buritizal;245243.796875;4096;59873.96875
524;PARANÁ;Inajá;25419.0703125;2876;8838.33984375
525;GOIÁS;Santa Helena de Goiás;511819.84375;36336;14085.75
526;SÃO PAULO;Ubatuba;843726.0625;81096;10404.04003906
527;CEARÁ;Aracoiaba;95183.4140625;25351;3754.62011719
528;PARÁ;Novo Repartimento;237766.78125;55762;4263.95996094
529;PARANÁ;Arapongas;1918444.875;103025;18621.16015625
530;RIO GRANDE DO SUL;Butiá;198340.671875;20213;9812.53027344
531;SÃO PAULO;Macedônia;37272.37109375;3393;10985.08007812
532;BAHIA;Jussiape;28544.64453125;8043;3549.0
533;SÃO PAULO;Emilianópolis;31979.79492188;3184;10043.91015625
534;PARANÁ;Virmond;39093.01953125;4181;9350.16015625
535;SÃO PAULO;Hortolândia;4855737.5;205856;23588.02929688
536;RIO GRANDE DO NORTE;Marcelino Vieira;36583.6171875;8331;4391.25976562
537;RIO DE JANEIRO;Nilópolis;1503782.75;159408;9433.54980469
538;MARANHÃO;Barão de Grajaú;73868.296875;17231;4286.93994141
539;PARÁ;Nova Timboteua;44749.25390625;12677;3529.95996094
540;ALAGOAS;Paulo Jacinto;24402.88085938;7772;3139.85009766
541;MINAS GERAIS;Natércia;46966.2890625;4773;9839.99023438
542;PIAUÍ;Antônio Almeida;22826.05273438;3267;6986.85009766
543;PARAÍBA;Lastro;12315.78808594;2894;4255.62988281
544;PIAUÍ;Santa Cruz dos Milagres;13804.08300781;3457;3993.08007812
545;SERGIPE;Telha;16041.54199219;2969;5403.00976562
546;PIAUÍ;Ipiranga do Piauí;33577.5078125;9739;3447.73999023
547;ESPIRITO SANTO;Guarapari;924333.0625;104534;8842.41992188
548;PARANÁ;Jaboti;33912.83984375;5307;6390.20996094
549;SÃO PAULO;Miracatu;169384.6875;23801;7116.70019531
550;RIO GRANDE DO SUL;Cidreira;118177.3046875;11885;9943.40039062
551;MINAS GERAIS;São José da Safira;18445.08789062;4069;4533.08007812
552;PERNAMBUCO;Cupira;92327.234375;22783;4052.45996094
553;GOIÁS;São Luís de Montes Belos;345585.90625;27793;12434.28027344
554;MINAS GERAIS;São Félix de Minas;19402.95703125;3484;5569.16015625
555;PIAUÍ;Santo Antônio de Lisboa;28596.89257812;5965;4794.10986328
556;PARANÁ;Santo Inácio;127319.7421875;4956;25690.01953125
557;MINAS GERAIS;Tapiraí;28785.10546875;1888;15246.34960938
558;ALAGOAS;Pilar;174139.0625;32655;5332.68994141
559;CEARÁ;Missão Velha;136965.046875;35135;3898.25
560;ALAGOAS;Cacimbinhas;39280.7421875;10182;3857.86010742
561;ALAGOAS;Jacuípe;29361.71679688;7045;4167.74023438
562;RIO GRANDE DO SUL;Planalto;93892.3671875;10734;8747.19042969
563;MARANHÃO;Presidente Juscelino;38451.5703125;12382;3105.43994141
564;GOIÁS;Santa Cruz de Goiás;59210.90625;3680;16089.91992188
565;SÃO PAULO;Dolcinópolis;21796.19726562;2272;9593.40039062
566;RIO GRANDE DO NORTE;Lagoa D'Anta;28359.14257812;6164;4600.77001953
567;PERNAMBUCO;Tuparetama;36445.796875;8678;4199.79003906
568;RIO DE JANEIRO;Petrópolis;5831205.0;315119;18504.76953125
569;PERNAMBUCO;Camaragibe;618538.0625;143210;4319.10009766
570;GOIÁS;Gameleira de Goiás;77272.7734375;3582;21572.51953125
571;GOIÁS;Aragarças;88645.015625;17883;4956.93994141
572;SÃO PAULO;Lavrinhas;58571.69140625;7002;8364.99023438
573;GOIÁS;Arenópolis;35280.58203125;3481;10135.19042969
574;RIO GRANDE DO SUL;Capitão;31977.71875;2694;11869.98046875
575;MINAS GERAIS;Vargem Grande do Rio Pardo;21605.60546875;4924;4387.81982422
576;SÃO PAULO;Santos;22546134.0;417098;54054.76171875
577;MARANHÃO;Bacabeira;95500.625;15574;6132.06005859
578;PIAUÍ;Novo Santo Antônio;11483.71191406;3547;3237.58007812
579;SÃO PAULO;Itaí;343309.71875;24093;14249.36035156
580;CEARÁ;Guaramiranga;25825.7578125;4070;6345.39990234
581;BAHIA;Lençóis;52895.79296875;10112;5230.99023438
582;BAHIA;Aramari;36618.66796875;9911;3694.75
583;ESPIRITO SANTO;Ibitirama;62844.390625;9238;6802.81005859
584;MINAS GERAIS;Careaçu;56834.83203125;6286;9041.49023438
585;SÃO PAULO;Ibaté;349127.375;29714;11749.58984375
586;BAHIA;Ilhéus;1925639.875;219266;8782.20996094
587;MINAS GERAIS;São Lourenço;370494.4375;42688;8679.12011719
588;PERNAMBUCO;Araripina;342256.96875;79877;4284.79980469
589;MINAS GERAIS;Chapada Gaúcha;72452.359375;11368;6373.35986328
590;MATO GROSSO;Cotriguaçu;135221.484375;14965;9035.84960938
591;MINAS GERAIS;Vermelho Novo;25643.0078125;4698;5458.27978516
592;RIO GRANDE DO SUL;Veranópolis;639887.625;26121;24497.06054688
593;BAHIA;Antônio Gonçalves;33189.3984375;11240;2952.79003906
594;RIO GRANDE DO NORTE;José da Penha;27978.04296875;6177;4529.39013672
595;SÃO PAULO;Panorama;123048.6171875;14577;8441.29003906
596;SÃO PAULO;Águas de Santa Bárbara;101069.890625;5612;18009.59960938
597;RIO GRANDE DO SUL;Eugênio de Castro;79817.078125;3083;25889.41992188
598;GOIÁS;Buritinópolis;15364.06640625;3573;4300.04980469
599;ESPIRITO SANTO;Atilio Vivacqua;98105.6171875;9361;10480.25
600;MATO GROSSO DO SUL;Camapuã;231829.265625;13532;17131.9296875
601;SÃO PAULO;Barra do Chapéu;33205.44921875;5358;6197.35986328
602;CEARÁ;Solonópole;85114.359375;18025;4722.02001953
603;MARANHÃO;Governador Eugênio Barros;51424.3125;16503;3116.06005859
604;SANTA CATARINA;Santa Terezinha do Progresso;38022.19921875;3062;12417.44042969
605;BAHIA;Abaíra;29147.60742188;8821;3304.34008789
606;MINAS GERAIS;São João do Oriente;47056.51171875;8128;5789.43017578
607;SANTA CATARINA;Balneário Piçarras;237103.515625;14845;15971.94042969
608;GOIÁS;Paraúna;259728.625;11319;22946.25
609;CEARÁ;Crato;726944.0625;116759;6226.02001953
610;ALAGOAS;Minador do Negrão;22713.8515625;5292;4292.10986328
611;BAHIA;Souto Soares;53800.0703125;19407;2772.19995117
612;PARÁ;Sapucaia;43872.1953125;5609;7821.75
613;SANTA CATARINA;Planalto Alegre;29832.25390625;2767;10781.44042969
614;CEARÁ;Granjeiro;19908.97460938;4999;3982.59008789
615;PARAÍBA;Ingá;74695.015625;18784;3976.52001953
616;PARANÁ;Douradina;205852.890625;6853;30038.359375
617;ALAGOAS;Anadia;72170.7265625;17740;4068.25
618;RIO DE JANEIRO;São Fidélis;381657.59375;39256;9722.26953125
619;RIO GRANDE DO SUL;Portão;609619.625;30802;19791.56054688
620;GOIÁS;Americano do Brasil;59193.86328125;4795;12344.91015625
621;GOIÁS;Taquaral de Goiás;31021.49609375;3471;8937.33984375
622;RIO GRANDE DO NORTE;Areia Branca;352249.375;25394;13871.36035156
623;TOCANTINS;Presidente Kennedy;56594.68359375;3784;14956.30957031
624;RONDÔNIA;Pimenta Bueno;513631.90625;33984;15113.9296875
625;SANTA CATARINA;Petrolândia;102293.9765625;6188;16531.01953125
626;RIO DE JANEIRO;Areal;196890.15625;11982;16432.16015625
627;ALAGOAS;Senador Rui Palmeira;35231.92578125;13110;2687.40991211
628;RIO GRANDE DO SUL;Água Santa;79701.8515625;3619;22023.16992188
629;BAHIA;Barro Alto;41433.265625;14172;2923.60009766
630;BAHIA;Ibipitanga;43890.1875;14408;3046.23999023
631;SÃO PAULO;Jandira;1409889.375;112130;12573.70019531
632;PIAUÍ;São Raimundo Nonato;155153.0625;32215;4816.16992188
633;RIO GRANDE DO NORTE;Pendências;104648.15625;13034;8028.85986328
634;RIO GRANDE DO SUL;Formigueiro;95122.9375;7214;13185.87988281
635;RIO DE JANEIRO;Natividade;187612.1875;15406;12177.87011719
636;GOIÁS;Córrego do Ouro;29560.24023438;2632;11231.08984375
637;GOIÁS;Ivolândia;30326.5546875;2738;11076.16992188
638;SANTA CATARINA;Witmarsum;57898.19921875;3584;16154.62988281
639;MINAS GERAIS;Guapé;110514.640625;13475;8201.45996094
640;TOCANTINS;São Valério;46077.2265625;5017;9184.21972656
641;SÃO PAULO;São José do Barreiro;31528.9453125;4490;7022.04003906
642;SÃO PAULO;Rio Grande da Serra;421630.78125;41602;10134.87011719
643;BAHIA;Canudos;53531.296875;15366;3483.75
644;BAHIA;João Dourado;97669.578125;21990;4441.54980469
645;PARANÁ;Pérola;102002.0546875;9665;10553.75976562
646;CEARÁ;Cariús;58676.28125;19338;3034.25
647;SÃO PAULO;Areiópolis;88476.9921875;11157;7930.18017578
648;MARANHÃO;Itinga do Maranhão;137673.25;26125;5269.79003906
649;ALAGOAS;Pariconha;32510.77148438;10539;3084.81005859
650;TOCANTINS;Miracema do Tocantins;560943.5625;19740;28416.59960938
651;MINAS GERAIS;Sardoá;23739.77929688;5477;4334.45019531
652;RIO GRANDE DO SUL;Putinga;65779.6953125;4242;15506.75976562
653;RIO GRANDE DO SUL;Nova Palma;130462.4375;6693;19492.36914062
654;SERGIPE;Poço Verde;98134.265625;21882;4484.70019531
655;MINAS GERAIS;Campo Azul;20342.54492188;4020;5060.33007812
656;RIO GRANDE DO NORTE;Lagoa Salgada;31882.97070312;7449;4280.16992188
657;GOIÁS;Turvelândia;175399.21875;4068;43116.8203125
658;ESPIRITO SANTO;Divino de São Lourenço;34397.96875;5011;6864.49023438
659;PARÁ;Tucuruí;2170090.0;96010;22602.75
660;MATO GROSSO DO SUL;Caracol;74384.765625;5320;13982.09960938
661;GOIÁS;São Francisco de Goiás;38083.13671875;5823;6540.12011719
662;SERGIPE;Itabaiana;665967.625;86564;7693.35986328
663;BAHIA;Cristópolis;47487.671875;14279;3325.69995117
664;CEARÁ;Jaguaretama;82730.8359375;18411;4493.54980469
665;RIO DE JANEIRO;São João de Meriti;4000292.25;469827;8514.38964844
666;BAHIA;Ribeira do Pombal;244964.375;49263;4972.58007812
667;TOCANTINS;Filadélfia;58334.25390625;7978;7311.89013672
668;RIO GRANDE DO SUL;Capela de Santana;89798.734375;11617;7729.93994141
669;RIO GRANDE DO SUL;Restinga Seca;227745.25;15885;14337.12988281
670;PIAUÍ;São Miguel do Tapuio;56574.91015625;19831;2852.85009766
671;SÃO PAULO;Marinópolis;26659.51367188;2158;12353.80957031
672;RIO GRANDE DO SUL;Itati;17316.42773438;2720;6366.33007812
673;RIO GRANDE DO SUL;Rio dos Índios;41633.12109375;4192;9931.5703125
674;MARANHÃO;São Luís Gonzaga do Maranhão;96742.3984375;19877;4867.04980469
675;TOCANTINS;Almas;40679.22265625;7605;5349.00976562
676;PIAUÍ;Campo Alegre do Fidalgo;13968.11035156;4647;3005.83007812
677;MINAS GERAIS;Nova Porteirinha;64863.109375;7597;8537.99023438
678;MARANHÃO;São Pedro da Água Branca;65256.91796875;11481;5683.91015625
679;MINAS GERAIS;Juiz de Fora;7423138.0;526706;14093.50976562
680;SANTA CATARINA;Major Vieira;126102.9140625;7675;16430.34960938
681;PARAÍBA;São Francisco;14183.72070312;3544;4002.17993164
682;SÃO PAULO;Mococa;1053969.625;68718;15337.61035156
683;BAHIA;Retirolândia;54673.390625;11798;4634.12011719
684;RONDÔNIA;Monte Negro;145329.3125;12708;11436.04980469
685;RIO GRANDE DO SUL;Bagé;1165896.5;115745;10072.98046875
686;PARANÁ;Mandaguari;427174.375;33109;12902.05957031
687;MATO GROSSO DO SUL;Aparecida do Taboado;349331.9375;20623;16938.94921875
688;CEARÁ;Reriutaba;70465.125;19444;3624.0
689;PIAUÍ;João Costa;11626.99414062;3315;3507.38989258
690;BAHIA;Caldeirão Grande;43519.43359375;13922;3125.94995117
691;PARÁ;Cachoeira do Piriá;47205.38671875;18777;2514.0
692;PARANÁ;Itaguajé;38368.25390625;4589;8360.91992188
693;MINAS GERAIS;Bueno Brandão;95530.296875;11212;8520.36035156
694;GOIÁS;Uruana;125436.234375;14115;8886.73046875
695;MINAS GERAIS;Carmo do Rio Claro;202915.625;20070;10110.40039062
696;RIO GRANDE DO NORTE;Carnaubais;54461.640625;9712;5607.66015625
697;MINAS GERAIS;Varzelândia;78314.7890625;19771;3961.09008789
698;RONDÔNIA;Colorado do Oeste;212184.0;17822;11905.73046875
699;PARAÍBA;Picuí;78050.453125;19359;4031.73999023
700;RIO GRANDE DO SUL;Erval Seco;92426.96875;8196;11277.08007812
701;PARANÁ;Pato Bragado;54275.8828125;4947;10971.46972656
702;MINAS GERAIS;Silvianópolis;61481.84765625;6261;9819.80957031
703;SÃO PAULO;Buri;246487.109375;18146;13583.54980469
704;RIO GRANDE DO NORTE;Janduís;25795.89648438;5562;4637.87988281
705;CEARÁ;Milagres;104356.4375;28077;3716.79003906
706;GOIÁS;Mimoso de Goiás;29721.85351562;2941;10106.04003906
707;SANTA CATARINA;Águas Frias;56920.30078125;2641;21552.56054688
708;MARANHÃO;Governador Nunes Freire;82837.78125;24520;3378.37988281
709;PIAUÍ;Caxingó;19456.99414062;5270;3692.0300293
710;RIO DE JANEIRO;Comendador Levy Gasparian;150088.640625;8839;16980.26953125
711;PARANÁ;Guaíra;327709.34375;29664;11047.37988281
712;BAHIA;Santana;116221.203125;27259;4263.58984375
713;MINAS GERAIS;Mercês;54027.89453125;10902;4955.77978516
714;SÃO PAULO;Joanópolis;133914.796875;11169;11989.86035156
715;RIO DE JANEIRO;Sumidouro;206854.375;15313;13508.41992188
716;MINAS GERAIS;Morada Nova de Minas;76796.5234375;8750;8776.75
717;SANTA CATARINA;Modelo;48248.37109375;3862;12493.11035156
718;SÃO PAULO;Presidente Bernardes;147201.09375;15382;9569.70019531
719;BAHIA;Santo Amaro;307409.65625;58387;5265.04003906
720;PIAUÍ;Canavieira;14949.34375;4093;3652.41992188
721;RIO GRANDE DO SUL;Catuípe;153886.890625;9611;16011.54003906
722;MARANHÃO;São João do Soter;46917.0703125;17326;2707.89990234
723;PIAUÍ;Demerval Lobão;35422.94140625;13232;2677.07006836
724;ACRE;Manoel Urbano;61478.73046875;7505;8191.70019531
725;GOIÁS;Ipameri;455039.1875;24021;18943.390625
726;RIO GRANDE DO SUL;Palmares do Sul;176851.203125;11998;14740.05957031
727;SERGIPE;São Domingos;49973.58984375;10555;4734.58984375
728;SÃO PAULO;Anhumas;37064.9296875;3947;9390.66015625
729;TOCANTINS;Santa Rita do Tocantins;32751.5625;2377;13778.53027344
730;AMAZONAS;Rio Preto da Eva;216235.546875;26847;8054.37011719
731;SERGIPE;Japoatã;77486.8359375;14027;5524.12011719
732;PARÁ;Capitão Poço;160230.15625;52797;3034.83007812
733;RIO GRANDE DO SUL;Lagoa Vermelha;408302.03125;28236;14460.33984375
734;SÃO PAULO;Braúna;40781.84375;5043;8086.81982422
